rank,personName,age,finalWorth,year,month,category,source,country,state,city,countryOfCitizenship,organization,selfMade,gender,birthDate,title,philanthropyScore,residenceMsa,numberOfSiblings,bio,about
1929,Chen Baohua,60.0,1500.0,2022,4,Healthcare,pharmaceutical,China,,Linhai,China,,True,M,1962-01-01,,,,,"Chen Baohua is general manager of Shanghai-listed Zhejiang Huahai Pharmaceutical, a pharmaceuticals supplier. 
Chen holds a degree in chemical analysis from the Zhejiang University of Technology.
After graduation, he worked at a state-run pharmaceuticals factory.
In 1989, Chen quit and cofounded the predecessor of Huahai in the eastern Chinese city of Linhaiat with less than $3,000; he was only 29 years old.",
2190,Richard Saghian,40.0,1300.0,2022,4,Fashion & Retail,fast fashion,United States,California,Los Angeles,United States,,True,M,1981-08-06,,,,,"Richard Saghian is the founder and CEO of fast fashion company Fashion Nova, which has over $1 billion in annual sales.
The son of Iranian immigrants, he started the company in 2006 after dropping out of college.
Saghian offered hundreds of new clothing styles a week, promoted on Instagram by influencers and celebrities like Cardi B.
In 2018, Fashion Nova was the most Googled fashion brand, beating out the likes of Louis Vuitton, Versace and Gucci.
Saghian owns several properties in Los Angeles, including a sprawling hilltop estate in Bel Air that he purchased for $141 million.",
2448,Mehmet Sinan Tara,63.0,1100.0,2022,4,Construction & Engineering,construction,Turkey,,Istanbul,Turkey,,False,M,1958-05-24,,,,,"Mehmet Sinan Tara is chairman of one of Turkey's largest construction and energy companies, ENKA. It was cofounded by his father, Sarik Tara, in 1957.
Turkey's leading private electricity producer, ENKA also operates in real estate, tourism, transport and trade (construction equipment and machinery).
In Moscow, ENKA owns a hotel, shopping malls and approximately 370,000 square meters of net rentable Class A office space.
Sarik Tara's brother-in-law Sadi Gulcelik, with whom he founded ENKA, died in a plane accident in Saudi Arabia in 1980.
Sinan Tara took over management of ENKA in 1984 when he was only 26 years old. His son Agah Mehmet Tara became CEO in 2012, at age 29.","Over the last 20 years or so, ENKA has been the biggest builder of U.S. consular and embassy buildings.
Spanning the globe, these projects can be found in locations ranging from Turkey, Algeria and Nepal to Equatorial Guinea, the Dominican Republic and the Netherlands."
1053,"Drayton McLane, Jr.",85.0,2900.0,2022,4,Fashion & Retail,"Walmart, logistics",United States,Texas,Temple,United States,,False,M,1936-07-22,,2.0,"Killeen, TX",,"Drayton McLane turned his family's grocery distribution company, McLane Co., into an international firm and sold it to Walmart.
McLane became president and CEO of the company and ran it for almost 30 years, averaging a yearly sales growth of 30%.
In 1991, he sold McLane Co. to his friend Sam Walton for $50 million and 10.4 million shares of Walmart.
In 2003, Walmart sold the company to Warren Buffett's Berkshire Hathaway for $1.45 billion.
Shortly after 1991, he founded McLane Company, a holding company with a wide array of investments, including a stake in the Houston Astros.","McLane started working for the family business at the age of nine, spending Saturdays and summers sweeping floors and stacking inventory.
As a result of donations to both of his alma maters, Michigan State University and Baylor University have stadiums named after him."
2076,Jenny LindÃ©n Urnes,51.0,1400.0,2022,4,Manufacturing,powdered metal,Sweden,,Helsingborg,Sweden,,False,F,1971-03-29,,,,,"Jenny LindÃ©n Urnes is the chairman and owner of $1.9 billion (sales) LindÃ©ngruppen, which she inherited from her father in 2009.
The industrial group owns 50% of HÃ¶ganÃ¤s AB, a leading maker of powdered metal, and Beckers, which produces industrial coatings.
Her father, Ulf G. LindÃ©n, a former Volvo executive, built up a private stake in HÃ¶ganÃ¤s AB, and took it private in 1987.
Beckers, a former subsidiary of Volvo, came into the family's hands in 1985, when Ulf bought the company from his employer.
In 2013, under Jenny's command, LindÃ©ngruppen, together with a foundation linked to the Wallenberg family, took HÃ¶ganÃ¤s AB private once again.","HÃ¶ganÃ¤s AB has a one third market share of the world's powdered metals, a product used in construction of metal parts and to remove contaminants from drinking water.
LindÃ©n Urnes earned a B.A. with a major in philosophy from the University of London; she breeds horses in her free time."
1929,Manfredi Lefebvre d'Ovidio & family,68.0,1500.0,2022,4,Service,cruises,Monaco,,Monte Carlo,Italy,,False,M,1953-04-30,,,,,"Manfredi Lefebvre d'Ovidio is the chairman of Heritage Group and co-chair of luxury travel company Abercrombie and Kent. 
Lefebvre spent two decades running Silversea Cruises, which his father Antonio started in 1994 with two ships in Italy.
Lefebvre took over the company in 2001 and turned it into a luxury cruise line that travels to 900 destinations worldwide.
He sold Silversea Cruises to Royal Caribbean in two transactions, in 2018 and 2020, for a total of $1.25 billion in cash and Royal Caribbean stock.
In February 2019, Lefebvre bought 85% of the American luxury travel company Abercrombie & Kent for an undisclosed amount.","Lefebvre studied to be a lawyer in Rome but dropped out before getting his degree.
He is a knight of Monaco's Order of the Grimaldi and Order of Saint Charles."
709,Senapathy Gopalakrishnan,67.0,4100.0,2022,4,Technology,software services,India,,Bangalore,India,,True,M,1955-04-05,,,,,"Cofounder of Infosys Senapathy ""Kris"" Gopalakrishnan retired from the company in 2014. 
He occupied various positions at Infosys including that of CEO and vice chairman.
Since his retirement he has personally invested in a slew of startups through his business incubator Axilor Ventures and some venture funds. 
Gopalakrishnan has also funded and created Itihaasa, a digital app that chronicles the evolution of India's IT industry.","He contributed $2.5 million to establish a center for innovation and entrepreneurship at IIT Madras, his alma mater.
He has received the Padma Bhushan, the nation's third highest civilian honour. "
1818,Li Guoqing,52.0,1600.0,2022,4,Manufacturing,Petro Fibre,China,,Hangzhou,China,,True,M,1970-02-22,,,,,"Li Guoqing is a supervisor of Rongsheng Petrochemical, a company specialized in the production and marketing of petrochemical and chemical fiber.
Brother Li Yongqing a director of the listed company, joined the billionaires list this year.",
1012,Michael Tojner,56.0,3000.0,2022,4,Manufacturing,"batteries, investments",Austria,,Vienna,Austria,,True,M,1966-03-31,,,,,"Tojner bought German microbattery maker Varta in 2007 for $40 million and floated the business on the Frankfurt Stock Exchange in 2017.
His 56% stake in Varta, which is reported to make the batteries for Apple AirPod Pros, is worth more than $1 billion.
A serial entrepreneur, he has run an online gambling website, invested in real estate and hotels and has investments in other industrial companies. 
He bought the Hotel InterContinental Vienna for 50 million euro in 2012 but local opposition has stalled his efforts to redevelop it. ",
1238,K.C. Liu,68.0,2500.0,2022,4,Technology,manufacturing,Taiwan,,Taipei,Taiwan,,True,M,1954-03-20,,,,,"Liu Ko-chen, also known as K.C. Liu, is chairman and CEO of industrial-automation-equipment and software supplier Advantech.
Liu cofounded Advantech in 1983 at age 29 with two colleagues from HP Taiwan.
Advantech also makes industrial computers; in recent years it has expanded to provide Internet of Things intelligent systems and cloud solutions.
Liu's wife, Mary Chang, holds a large stake in the company.","An avid reader of management books, Liu enjoys sharing books with staff, including Built to Last and Blue Ocean Strategy.
Before Advantech he was an R&amp;D engineer and later a sales engineer for HP Taiwan in the Instrument Department. <br>"
1729,Kaitian Zeng,47.0,1700.0,2022,4,Technology,online games,China,,Shanghai,China,,True,M,1975-01-01,,,,,"Zeng Kaitian became a billionaire in 2015 when Sanqi Interactive Entertainment Shanghai Technology (cofounder) was bought by Wuhu Shunrong Auto Parts.

Sanqi Interactive owns web game platforms 37.com and 6711.com.
Wuhu Shunrong is now called Wuhu Shunrong Sanqi Interactive Entertainment.",
654,Lu Yiwen,35.0,4400.0,2022,4,Fashion & Retail,Luxury goods,China,,Shenzhen,China,,True,F,1987-01-01,,,,,"Lu Yiwen is a cofounder of jewelry supplier DR Corp. 
DR went public on the Shenzhen Stock Exchange in 2021.",
984,Jon Yarbrough,64.0,3100.0,2022,4,Gambling & Casinos,video games,United States,Tennessee,Franklin,United States,,True,M,1957-05-10,,1.0,"Nashville, TN",,"Jon Yarbrough started Video Gaming Technologies, which produced casino games, in 1991.
The business grew due to the proliferation of tribal casinos; Yarbrough says he's worked with around 35 tribes in 100-plus locations over the years.
Yarbrough sold his company to Australian firm Aristocrat Leisure in 2014 for about $1.3 billion.
These days he manages his investments, which include real estate and tech stocks, through his family office Yarbrough Capital.","As a college student, Yarbrough loaned his foosball table to a local arcade in exchange for 50% of its profits; now he keeps the table in his office.
During college, Yarbrough interned at NASA, where he designed a mini supersonic wind tunnel and sent instructions to the Mars lander. "
1341,Noam Gottesman,60.0,2300.0,2022,4,Finance & Investments,hedge funds,United States,New York,New York,United States,TOMS Capital,True,M,1961-05-24,Chief Executive Officer,3.0,"New York, NY",,"Noam Gottesman cofounded hedge fund GLG Partners in 1995, which started out as a subsidiary of Lehman Brothers.
GLG went public in 2007 and was sold to Man Group for $1.6 billion in 2010. Gottesman stepped down as CEO at the time of the sale. 
In 2014, Gottesman cofounded Nomad Foods, which is today Europe's largest frozen food company.
Gottesman's art collection has hundreds of works including pieces by Andy Warhol, Francis Bacon and Lucian Freud.","Gottesman invested in Eleven Madison Park in 2011; six years later it was named the best restaurant in the world by one publication. 
Gottesman also owns 200 Burger King franchises. "
2190,Rutger Arnhult,54.0,1300.0,2022,4,Real Estate,real estate,Sweden,,Stockholm,Sweden,,True,M,1967-05-08,,,,,"Rutger Arnhult owns large stakes in Swedish real estate companies, Castellum, Sagax and Corem Property, the latter owns 500 properties including five in Manhattan.
Arnhult founded, and listed, office and warehouse company Corem Property in 2007, via a reverse takeover.
Since then, Arhult has built up a large and complex portfolio of cross-owned holdings in more than a dozen publicly traded real estate companies.
His wife Eva LandÃ©n is the CEO of Corem, while Arnhult heads the more office-centered Castellum.
His most valuable holding is his stake in AB Sagax, which invests in commercial properties, primarily in the warehouse and light industry segment.","Arnhult's first venture into the stock market was done together with fellow billionaire Erik Selin, via a listing of their joint company Din Bostad, in 2006."
